Teacher Name,Department + Class,Rating,Comment,Rating ID
West Coast Ultrasound Institute - Edward Griffen API104,API104 Health Science,5,"Dr G is an amazing teacher. Always willing to help out during class and anytime he's on campus. Always goes far above and beyond to help ensure students grasp the knowledge. Honestly, Dr G's classes were always entertaining and a high point of going to school. I'd have to say throughout any level of school I have had, I learned the most from Dr G.",UmF0aW5nLTI3OTkzMjEy
West Coast Ultrasound Institute - Edward Griffen AP11,AP11 Health Science,5,He really knew how to teach so we retained the information. In my advanced classes I used so much of the information he taught me. A instructor that truely cares about your education.,UmF0aW5nLTI3OTk0OTA1
West Coast Ultrasound Institute - Edward Griffen AP3,AP3 Health Science,5,He was an amazing professor. He really explained things so you could understand them.,UmF0aW5nLTI3OTkyOTg4
West Coast Ultrasound Institute - Edward Griffen BIO203,BIO203 Health Science,5,"Throughout all my 16 years of schooling I have never met such an ambitious, all around amazing professor like Dr. Griffen. Not only did I lean a great deal of knowledge on the subject he taught he also impacted my life in such a positive way. He went above and beyond normal teaching standards to make sure we all learned and believed in ourselfs.",UmF0aW5nLTI3OTkzMzE5
West Coast Ultrasound Institute - Edward Griffen AP3,AP3 Health Science,5,Dr. Griffen is an amazing teacher and I was so lucky to have him for my first class at WCUI. He truly cares about you not just getting a good grade but really grasping a topic. He was so open about his personal life just to help us learn and made a four hour class not only tolerable but enjoyable to be in. He truly respects all his students,UmF0aW5nLTI3OTk0NTQy
West Coast Ultrasound Institute - Edward Griffen AP204,AP204 Health Science,5,Dr. G is an amazing teacher!,UmF0aW5nLTI3OTk3NTY3
West Coast Ultrasound Institute - Edward Griffen WCOM101,WCOM101 Health Science,5,Dr. Griffen is an amazing professor. He comes up with excellent ways to remember things. He is very funny and personable. If you do not understand a topic Dr. Griffen goes above and beyond to ensure you do. His teaching material is very creative and memorable making it easier to learn.,UmF0aW5nLTI3OTkyMTk5
West Coast Ultrasound Institute - Edward Griffen GEN101,GEN101 Health Science,5,"I am definitely not the type to like school,but he made every lecture worth my time. He finds different ways to teach everyone in a way that actually makes sense. With his amazing personality and great work ethic, I am honored to have had the opportunity to take a class taught by him. Still looking forward to join his religion once he starts it.",UmF0aW5nLTI3OTkxOTU3
West Coast Ultrasound Institute - Edward Griffen AP3,AP3 Health Science,5,Dr. Griffen has true intelligence. Something WCUI lacks heavily.  He had charisma and enthusiasm this is what kept us all engaged and wanting to learn in class. He knows his material better than any book given to us. Not to mention he always kept a smile on his face no matter his circumstances. A true respected professional and by far the best!,UmF0aW5nLTI3OTk0MjE3
West Coast Ultrasound Institute - Edward Griffen OCOM101,OCOM101 Health Science,5,"Griffen was and is amazing..... It wasn't really about the actual subject matter, but that YOU mattered... He sincerely cared about  his students understanding the information given. He had a special originality about him that I adored Always went above and beyond Truly a beautiful person with great energy",UmF0aW5nLTI4MDA4NTg4
West Coast Ultrasound Institute - Edward Griffen AP2,AP2 Health Science,5,Dr. Griffen is a great teacher. The best id say at this school. so sad to see him leave. He was always willing to help us study for exams or whatever it is we needed help further understanding.  explained everything so well and in detail. if we didnt get it one way he would try to teach it to us in a different way. He is awesome!!,UmF0aW5nLTI4MDEwMzQ4
West Coast Ultrasound Institute - Edward Griffen OCOM101,OCOM101 Health Science,5,Dr. Griffen took time to plan fun speaches so we didn't get bored. He encouraged us to work together on projects. He made the material very easy to understand and follow..I did not feel bombarded with busy work or excessive homework..,UmF0aW5nLTI3OTk0OTQ0
West Coast Ultrasound Institute - Edward Griffen COS126,COS126 Health Science,5,"Dr. Griffen was my favorite instructor of all time, from all grades. He is a caring, kind hearted person. He would take time after and before classes to help students better understand the material. He had students that don't have any of his classes asking him questions and he didn't hesitate to help them. He was an amazing instructor to have.",UmF0aW5nLTI4MDEwNjE3
West Coast Ultrasound Institute - Edward Griffen OCOM201,OCOM201 Health Science,5,"Talk about a true superstar! Dr. Griffen is the real deal. Caring, intelligent, hilarious, wise, just a few great things that makes him who he is. He's a professor you never forget. He held WCUI together and should be running that school! He always went out of his way for everyone else. Very selfless. He's the most intelligent person I've ever met.",UmF0aW5nLTI3OTk0Mzc4
West Coast Ultrasound Institute - Edward Griffen AP204,AP204 Health Science,5,"Dr. G can explain concepts in ways many can't. He uses analogies and acronyms to keep difficult terminology within reach of every student. He's not an easy A, he'll make you work hard, but by the end you come out with some real-world information, a burning curiosity, and confidence for the next class.",UmF0aW5nLTI3OTk0ODEw
Mount Mercy University - Shrisha Rao CS234,CS234 Computer Science,5,"The best professor at MMC, bar none.",UmF0aW5nLTE0OTA0NDM1
Mount Mercy University - Shrisha Rao ABC2,ABC2 Computer Science,5,Wonderful teacher,UmF0aW5nLTE4Nzg1MDc3
Mount Mercy University - Shrisha Rao CS234,CS234 Computer Science,4,Best teacher I've seen at MMC.,UmF0aW5nLTEyNDA5NDc1
University of Connecticut Avery Point - Micheal Whitney MARN4060,MARN4060 Not Specified,2,His lectures are interesting enough but he moves through the slides erratically making it difficult to follow his thought process. He is IMPOSSIBLE to contact outside of class so make sure you ask it during class or it will not get answered.,UmF0aW5nLTI3MDc2MjQy
University of Connecticut Avery Point - Micheal Whitney 170,170 Not Specified,4,No Comments,UmF0aW5nLTE0MDk5NTg5
University of Connecticut Avery Point - Micheal Whitney OCEANOGRAPHY,OCEANOGRAPHY Not Specified,4,No Comments,UmF0aW5nLTEwNTk4NzQ0
University of Connecticut Avery Point - Micheal Whitney MARN1003,MARN1003 Not Specified,5,"Super easy, and very nice. Homeworks are easy and from the slides from class that he also puts up online.",UmF0aW5nLTE5NzQ1MjU1
University of Connecticut Avery Point - Micheal Whitney MARN1003,MARN1003 Not Specified,3,"He is a nice guy, and his lectures are harder than the test. However, he is kinda boring, and doesn't give many homeworks even though it is 40% of the grade. He also grades everything super late.",UmF0aW5nLTMxNjM0MzY3
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"Steve Lawton is my favorite OSU business teacher by far! He is so passionate in class and I learned so much. You will need to read every chapter before the class he discusses, then the same class you take the quiz. Tough quizzes so you HAVE to read the chapters and pay attention in lecture. Love Steve!",UmF0aW5nLTIyODQ3Mjcx
Oregon State University - Stephen Lawton BA347,BA347 Business,4,I rated him a 3 on easiness because the class is what you put into it. If you read the chapter assigned for retention rather than memorization it helps a lot especially because he lectures on the chapter in class before the test as well. He's extremely dedicated and is very helpful in office hours. He is the best professor I have had at OSU.,UmF0aW5nLTIxOTA2ODI0
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"What a great professor!  His course is based upon daily quizzes.  If you do not read, you will fail.  Be prepared to put in 6-8 hours of reading/studying per chapter if you want an A.  He drops your 3 lowest quizzes.  He gets a bit preachy at times, but he is extremely knowledgeable in the area of international business.",UmF0aW5nLTE4Mjg3ODA3
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"Very relaxing class, just read, and listen to class. No final or midterm just quizzes everyday. Although you have to work hard for a good grade. Steven is a fun professor, I highly recommend him.",UmF0aW5nLTE2NDgwNDM0
Oregon State University - Stephen Lawton BA347,BA347 Business,4,definitely need to do the reading and know the material before class or you will struggle on the daily tests.  The instant feedback is encouraging and Lawton's enthusiasm is kind of fun first thing in the morning,UmF0aW5nLTE2MDY3NTg3
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"I'm in week four with Lawton right now and honestly he is the best teacher I have had since being at OSU. He is so well rehearsed in the material, the class is really well organized, the quick feedback is just the best as well. Oh and you don't feel ripped buying the textbook because you actually use it. The class is only at 8am but it wakes you up",UmF0aW5nLTE5NzkyNjI1
Oregon State University - Stephen Lawton BA347,BA347 Business,3,Wow. Class is deceptively hard. 25 question exam EVERY class. That's 17 of them. Wayyy more than a regular class with a midterm and final. you miss just a few on each. BAM a C. impossible for an A. I don't see how anyone can get an A.,UmF0aW5nLTIwNDEwMTg2
Oregon State University - Stephen Lawton BA347,BA347 Business,5,Quiz every class. The lectures are not enough to do well on the quizzes. You must read the entire chapter in order to do well enough on the quizzes. A lively energetic teacher which is great since his classes are usually held early enough to seem like its at the buttcrack of dawn.,UmF0aW5nLTE3ODA0MDA5
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"Hands down the best professor in the COB. His class is not easy and definitely takes a lot of reading/studying, but he does a great job at keeping you interested and engaged. Great guy",UmF0aW5nLTIwNzA1OTE0
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"This dude is a great teacher. Very upbeat older guy with strong knowledge of the subject. Beware, reading the text before EVERY class and going to EVERY class is a MUST!!!!! Daily quizes basically is what makes your grade. Easy if you read. Impossible to pass if you don't. Consider this when picking other classes with this one.",UmF0aW5nLTIyODcxODEw
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"You will read this book completely. Test every day on one chapter. No midterm or final. Retired emeritus, teaches only this class but is advising Executive MBA program. The global knowledge this guy has is Phenomenal. If you have any interest in globalization this is the class to take. 8am and only one section a term.",UmF0aW5nLTEzNzMzNzYy
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"Such an easy and interesting class. One huge advice for those who don't like to read for four hours, right down your own notes  on key points and definition and then study it in class. Thats if you have great short term memory. it really helped my grade",UmF0aW5nLTE0MTcyMjg0
Oregon State University - Stephen Lawton BA347,BA347 Business,5,Great teacher. He made an interesting topic even more relevant with his experience and willingness to share. Class structure was straight forward and you get the grade you deserve.,UmF0aW5nLTEzNzgzNjE1
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"I like Lawton because he cares about what is right and he has great energy, it's a good way to start the day since class is at 8am.  Read the book, it will help your grade and it makes class a lot more interesting.",UmF0aW5nLTE0NTE3ODE1
Oregon State University - Stephen Lawton BA347,BA347 Business,1,this is the worst class I have ever taken. Daily tests mandatory lectures that are flown through. be prepared to put in more work that any of your classes put together. no matter how much work you put in to studying an A is impossible.,UmF0aW5nLTE1Mjk4Mjc4
Oregon State University - Stephen Lawton BA347,BA347 Business,4,Whoa! Really have to study to get an A. I recommend reading the chapter two days before and then the night before re reading and taking notes.,UmF0aW5nLTIyNTIwNTM4
Oregon State University - Stephen Lawton BA347,BA347 Business,5,Awesome Teacher.Very knowledgeable about the global economy.You learn so much.Reading the text before the lecture is a must if you want to do well in the daily tests.,UmF0aW5nLTE1NjczOTE5
Oregon State University - Stephen Lawton BA347,BA347 Business,5,"awesome teacher, probably the best and most useful class I have ever taken",UmF0aW5nLTE1MTc5MDA4
Oregon State University - Stephen Lawton BA347,BA347 Business,4,"You take a test at the end of every lecture.  Be sure to read the text before class because his lectures aren't enough to do well on the tests.  Good professor, crappy lecture time, 8 AM..",UmF0aW5nLTE1MzAzODgz
Oregon State University - Stephen Lawton BA347,BA347 Business,5,You must read the book. Daily quizes worth 75 points. Drop lowest 3. No midterms nor final. I paid extra for textbook's website premium content and felt it was worth it. 8am class a drag but he has high energy/voice level. Kicks cheaters out of class and COB. Have to attend full class to take quiz. Can't show up last 30 min and take quiz. Good guy.,UmF0aW5nLTE2NTQ1OTI3
Harold Washington College - Earl Singleton SOC101,SOC101 Social Work,5,This guy is great he breaks down this subject like i never heard before i found the course useful Mr Singleton does a dam good job,UmF0aW5nLTE0Mjg4NzQ4
Harold Washington College - Earl Singleton SOCSERV,SOCSERV Social Work,5,Earl is a great teacher. very understandable and he makes the class discussions interesting and useful to everyday life. little to no homework. no major exams or test. We had to type a few papers but it was of any topic you choose. GREAT TEACHER.,UmF0aW5nLTE1ODM4NTcy
Harold Washington College - Earl Singleton SOCIALSERVICES,SOCIALSERVICES Social Work,5,excellent professor very interested in students,UmF0aW5nLTM0MTQ1Mjk=
Harold Washington College - Earl Singleton SOC212,SOC212 Social Work,5,Thissguy is interesting he does a dam good job,UmF0aW5nLTE0MDAyMzI0
Harold Washington College - Earl Singleton SW201,SW201 Social Work,5,he was a GREAT TEACHER. Mr. Singleton made the course interesting.  I actually looked forward to going to class. He believed in what he was teaching. You could feel the passion he had for what he was teaching. THANKS,UmF0aW5nLTE4Njk2NzM1
Arizona Western College - Sandi Cannon ENGLISH101,ENGLISH101 English,4,Great teacher. Really understandable .,UmF0aW5nLTI0MjY4ODk1
Arizona Western College - Sandi Cannon ENG101,ENG101 English,4,"Very nice teacher, allows rewrites of essays and is very liberal when grading. Overall an easy class :)",UmF0aW5nLTE2NzM3NTIw
Arizona Western College - Sandi Cannon 101,101 English,3,She gives a lot of work but is an amazing teacher. She gives you chances to get your work done and really wants you to pass. She works hard and expects her students to do the same.,UmF0aW5nLTI0MDAwMjgw
Arizona Western College - Sandi Cannon ENG101,ENG101 English,3,"If you're looking for an easy English 101 class, this is it",UmF0aW5nLTM3NTczNTc=
Arizona Western College - Sandi Cannon ENGLISH100101,ENGLISH100101 English,4,Easy A,UmF0aW5nLTEwNzMxMzcy
Arizona Western College - Sandi Cannon ENG101,ENG101 English,4,Good teacher. Allows rewrite of essays.,UmF0aW5nLTE2Njk4MjI1
Arizona Western College - Sandi Cannon ENG102,ENG102 English,4,Easy class. She's easily distracted though.,UmF0aW5nLTEyODUyNTE1
Arizona Western College - Sandi Cannon ENGLISH100101,ENGLISH100101 English,5,"she is a sweetheart , helps and gives extra credit.",UmF0aW5nLTMxMjYzNTUy
Arizona Western College - Sandi Cannon ENG101,ENG101 English,5,Took for dual credit high school.Looking forward to taking more classes with her at AWC.,UmF0aW5nLTM2NzE4MDcw
Arizona Western College - Sandi Cannon ENGLISH100101,ENGLISH100101 English,5,Professor Cannon is the best! She gives you lots of opportunity to pass and wants you to pass. I wish there was more professors like Mrs. Cannon.,UmF0aW5nLTI5NDA5NjMy
Arizona Western College - Sandi Cannon ENG101,ENG101 English,5,This teacher was amazing and set the bar for eng 102. class participation and attendance matters. easy A if you do the work and she allows re-writes.,UmF0aW5nLTE4ODEwNTY3
Coastal Pines Technical College - Virginia Rothwell ALHS1040,ALHS1040 Nursing,2,"Tough but fair in MOST cases. However, if you have technical problems with the online assignments, she isn't willing to open things back up for you to re submit. She also has taught dated information that's since been disproven",UmF0aW5nLTMwNTM5MDEy
Baker College - Cynthia Townsend WORDPROCESSING,WORDPROCESSING Computer Science,5,"Yes she does go on for what seems like forever, but I loved her.  She did make sure to explain everything clearly for those who did not understand. Can be boring, but explains in great detail",UmF0aW5nLTQwMzg4MjE=
Baker College - Cynthia Townsend INF1205,INF1205 Computer Science,3,lectures to students like they are children.,UmF0aW5nLTEyNzkzMTAy
Baker College - Cynthia Townsend MICROWORD,MICROWORD Computer Science,3,Ms. Townsend tests on some material that she hasn't covered in class and doesn't tell students to study it.She is very helpful in classroom. Read the book and know it backwards and forwards and you'll do fine.,UmF0aW5nLTE2NzkzNDQz
Baker College - Cynthia Townsend INF113,INF113 Computer Science,5,"Very nice teacher, great attitude, however, spends way too much time in class. talk about dragging the class til 9:40 and some nights longer.  If students don't study outside of class then they get 3 hours to study in class so us people to knew what we were doing had to sit and stare at the wall til almost 8:30 most nights. It sucked and annoying.",UmF0aW5nLTQwMzYyNzU=
Baker College - Cynthia Townsend INF121,INF121 Computer Science,4,"It was a good class, but instruction not always clear from instructor. Overall, it was good.",UmF0aW5nLTExOTk5NjUw
Baker College - Cynthia Townsend INF113,INF113 Computer Science,3,Not well liked by most students in the class. If possible take Mr. Bare or Mr. McLean.,UmF0aW5nLTIxODA1MjY=
Baker College - Cynthia Townsend INF112,INF112 Computer Science,3,She could be very rude at times.  I told her of a problem I was having and she got an attitude and basically told me I was doing it wrong...turned out to be the program that was messed up.  She spoke to me like I was a child.,UmF0aW5nLTE5NDMzNjUw
Baker College - Cynthia Townsend INF113,INF113 Computer Science,3,Seemed to be plesant but would not reccomend her. Her teaching style SUCKS and if you need to make up any work for any reason expect it to be TWICE as difficult. If at all possible take Mr. Bare or Mr. McLean.,UmF0aW5nLTIzOTgxNDY=
Platt College - Anaheim - Carmela Panza VT110,VT110 Medicine,4,"You have to be ready to know the material. Dr. Panza is probably one of the best profesors at Platt. She is super cool, smart, sweet and very passionate.",UmF0aW5nLTMzNzI1MTEy
Oregon State University - Lisa Sarasohn HST331,HST331 History,1,I absolutely HATED this class. Most of her class is pointless. Her expectations for grades are ridiculously high. The only people in this class that are doing a good job are ones that have taken this class before. I am a history major with a 3.0 GPA and am failing this class. I am giving this class the same level of work I give my other classes.,UmF0aW5nLTE3MjkxMDgy
Oregon State University - Lisa Sarasohn HST331,HST331 History,1,"Absolutely HORRIBLE.Blown away at how terrible this class was.At least half of the classes papers were turned back for a rewrite, same with the midterm. What's that say about the Professor&#63; Extremely boring and unclear lectures, ridiculous expectations for papers and tests. DO NOT TAKE THIS CLASS. Wish I had listened to the other comments.",UmF0aW5nLTE3Mjc2MDM1
Oregon State University - Lisa Sarasohn HST327,HST327 History,3,"I hated this class.  Boring, boring, boring lecture straight from the books. She changed the due date of practically every assignment we did.  I would not recommend her if you like to plan ahead for things, this lady will have you writing papers then extending them by a week.",UmF0aW5nLTE4MDYwNjgz
Oregon State University - Lisa Sarasohn HST331,HST331 History,4,"Sarasohn is an excellent professor, although her lecture style is strongly informal. She permits disagreement, but she has firm beliefs in education and the sciences. She is very attractive for her age, and it is clear that she takes pride in who she is, and what she does. Awesome teacher if you like the English and Medieval History. Nice person.",UmF0aW5nLTEyMzc4OTUw
Oregon State University - Lisa Sarasohn HST331,HST331 History,1,While she is interesting at times her class lectures are a snooze-fest & unorganized. Unrealistic expectations and poor explanations for paper. Hard to take notes on. If u don't already know some history in this period she loses you and doesn't give u any indication when something is important or if she's just rambling. Accent annoying at times.,UmF0aW5nLTE3MDM5MjU4
Oregon State University - Lisa Sarasohn HISTORY10,HISTORY10 History,5,shes awesome!,UmF0aW5nLTYwNDk2OQ==
Oregon State University - Lisa Sarasohn , History,5,,UmF0aW5nLTEwODIyOTAw
Oregon State University - Lisa Sarasohn HIST102,HIST102 History,4,"Her lectures are kind of boring, and straight out of the textbook, but she's not that bad of a professor. She's may seem like a hard grader, but her tests are extremely predictable. Every thing is straight out of her study guide. Also most of her readings aren't necessary in order to get a good grade in her class.",UmF0aW5nLTE3MzkwNDQ3
Oregon State University - Lisa Sarasohn HST331,HST331 History,4,"Good overall professor. Does accept argument as a way of learning, but is not frequently persuaded by student opinion. History view is relatively balanced, but Sarasohn appears to be a strong Anglophile, so be careful when talking about the english. As a Scot-phile, I can say that my views on the English were substantially different in perspective.",UmF0aW5nLTE0MTA1NTA2
Oregon State University - Lisa Sarasohn HSTALL,HSTALL History,5,"Great teacher, very knowledgable, and she is also very funny. I've taken a lot of her classes, and she has always given great insight, and been interesting besides. She grades a bit harshly, but she is the only 60 something year old, short, star trek joke making professor in the whole school. Great person, very knowledgable, lots of fun.",UmF0aW5nLTE1NTAyNTAw
Oregon State University - Lisa Sarasohn HIST101,HIST101 History,1,"lots of reading, even before first class.  lots of essays.  wants lots of participation in class.  class attendance is mandatory.",UmF0aW5nLTExNTE3NDY0
Oregon State University - Lisa Sarasohn SEVERAL,SEVERAL History,5,"Definitely a wonderful, funny, engaging teacher!  I'd say cute, not hot, though. :)",UmF0aW5nLTIyMjM3ODc=
Oregon State University - Lisa Sarasohn HST,HST History,4,OK...whoever put the &quot;hot&quot; icon there better take a second look- good prof tho',UmF0aW5nLTExOTU0ODg=
Oregon State University - Lisa Sarasohn HST329,HST329 History,4,"Excellent professor that I had the privilege of having for two history courses. Fair, funny, and interesting. This was her last semester teaching before entering retirement from the profession, and she will be greatly missed by many.",UmF0aW5nLTIwOTE1OTU0
Oregon State University - Lisa Sarasohn HST331,HST331 History,5,"Amazing teacher and human being.  Responsible for talking me into a study abroad which she taught on, also where I met my wife. I owe so much to this professor.",UmF0aW5nLTI2OTM4OTcy
Oregon State University - Lisa Sarasohn HST327,HST327 History,4,Wonderful teacher. Always willing to stop what she's talking about and answer any questions. Having read previous comments I don't understand how someone could be mad about her returning papers and midterms for revisions. She doesn't dock points for it. It is simply for the benefit of the students. She has high but not unrealistic expectations.,UmF0aW5nLTE5OTIzNzI3
Oregon State University - Lisa Sarasohn HST327,HST327 History,5,"Her lectures are very interesting, I normally hate talking in class but it seems ok in that one.  There is a HUGE reading load, but it is understandable.  She does require term papers, so beware if you hate writing.  She is always willing to help you out too.",UmF0aW5nLTI4MjM5NTk=
Oregon State University - Lisa Sarasohn HIST102,HIST102 History,5,"material is very boring, but she helps make it at least worth while to not fall asleep in class.",UmF0aW5nLTExMDY3OTEw
Oregon State University - Lisa Sarasohn HIST102,HIST102 History,3,"DON'T TAKE THIS CLASS IF YOU CARE ABOUT YOUR GRADES! This is a 100 level class and she grades it like a 300 level. I didn't talk to one person who scored better than a B+ on any essay. She is interesting, but you will only get through the class if they are interested in history. Don't take this class just to fulfill Bacc Core, unless you want a C+",UmF0aW5nLTE0NTUxMzc3
Oregon State University - Lisa Sarasohn HST328,HST328 History,2,Horrible Professor. Ridiculous requirements. Impossible to take notes during class. She grades incredible hard. I'm a history major and was blown away by how much she wanted us to retain for tests. AVOID AT  ALL COSTS!,UmF0aW5nLTE1NTQxNTYw
West Coast Ultrasound Institute - Wandee Khaossarch LVNCLINICAL,LVNCLINICAL Nursing,3,"Be prepared to listen.  Ms. Wandee gives long lectures of her experiences in her career that are important to understand and apply in your own work.  She likes perfection.  No one makes a mistake on her watch.  She is a true nurse - advocates for the patient.  Respect her, listen to her, learn from her, and you will do well.  ",UmF0aW5nLTI0NDc1Mzc2
Loughborough University - Ian Storer H776,H776 Design,4,Loved him. He was Dench.,UmF0aW5nLTI1Njk1MTc1
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,1,Boring lecture classes,UmF0aW5nLTI3OTI3NjIz
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,3,"Terrible teacher. Teaching methods are boring, her voice is annoying, and the content is boring as well - since she makes you read and learn about her favorite area.",UmF0aW5nLTE2MzQyODA3
University of Connecticut Avery Point - Nancy Parent ANTH100,ANTH100 Anthropology,4,"Nancy was great! I took the course over the summer so the classes were long, but we watched a lot of films that reinforced what we were learning in the discussions. There was a quiz every class w/o notes but her exams were always open book/open note. Very Helpful. Gives you a good background in Anthropology.",UmF0aW5nLTE1MDIzNTYy
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,5,"easy class. pretty boring because i'm not that interested in the topic. usually we do powerpoints, watch documentaries, and &quot;group&quot; work every day. there are assignments to do every class but theyre real easy. i get 10 out of 10 on all of them even if i write the wrong stuff.",UmF0aW5nLTE4MjUwMzk3
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,3,"Easy tests, easy participation. Tests are essays, but they're open-book. You will learn a lot for an introductory class. Take this professor for a",UmF0aW5nLTE1MjE1NTUz
University of Connecticut Avery Point - Nancy Parent WGSS1104,WGSS1104 Anthropology,1,I had gone into this class thinking I wanted to minor in WGSS but it ended up being my least favorite class. While the content was interesting there was an absurd amount of work for a gen ed class and she was not extremely helpful. The final project is so confusing and she doesn't know how to answer the questions we have. ,UmF0aW5nLTI1NjY4NTAz
University of Connecticut Avery Point - Nancy Parent WS1104,WS1104 Anthropology,4,shes awesome!!! :),UmF0aW5nLTE2NjE3OTkz
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,2,"Easy A. She is very nice. Use the book for the homework, its all in there. Notes are usable on the midterm and final so take good ones. Defined culture each class period. I'm not joking. There are overarching themes that if you catch onto even the smallest bit of them you'll pass.",UmF0aW5nLTMwNDYyOTY4
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,1,Gives heavy amounts of homework,UmF0aW5nLTI3OTI3NjE2
University of Connecticut Avery Point - Nancy Parent WS1104,WS1104 Anthropology,4,"Exams were open notes but had to write 3 essays connecting information from class, so it wasn't a breeze. A lot of class reading, most on huskyct tho, and a lot of in-class group work and hw pertaining to readings. Projects were very easy. I felt she lacked extensive knowledge and couldn't stimulate class discussion/respond to questions very well.",UmF0aW5nLTE4NTM0NDgy
University of Connecticut Avery Point - Nancy Parent ANTH1006,ANTH1006 Anthropology,4,"A great teacher.  She has great, powerpoint based lectures.  If you do the reading and the homework, you'll get an A, no problem.  She has easy, daily quizzes which basically are easy A's.  The midterm and final are a few short essay questions and a long essay question.  They are both open notebook, and open textbook.",UmF0aW5nLTE3NTI5NDkx
University of Connecticut Avery Point - Nancy Parent MATH1131,MATH1131 Anthropology,5,"Very hard class but he was very clear, he went out of his way to help his students.",UmF0aW5nLTIyMTQxOTY3
University of Connecticut Avery Point - Nancy Parent WS1104,WS1104 Anthropology,3,"exams were pretty clear short answer/essay style & open notes, a lot of readings, but an easy class if you do the work and pay attention",UmF0aW5nLTE2Njk4OTU3
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,3,"Essay due every week, with lots of readings. She is very smiley and rarely changes expression",UmF0aW5nLTI5OTQyNDIx
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,2,"This is very hard for an entry level class. With that said, you can get a decent grade if you don't have a busy schedule. Get ready to work!",UmF0aW5nLTI2ODEyNDE5
University of Connecticut Avery Point - Nancy Parent ANTH2000,ANTH2000 Anthropology,3,Class was not hard but was a lot of busy work.  There were a number of topics in the textbooks that I thought were interesting but we did not look at these.  We talked a lot more than needed about indigenous peoples.,UmF0aW5nLTIyMzM3MzY0
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,1,Gives a lot of reading,UmF0aW5nLTI3OTI3NjIy
University of Connecticut Avery Point - Nancy Parent ANTH1000,ANTH1000 Anthropology,3,"Overall pretty nice lady. But for a 1000 level course, the amount of reading and homework was excessive. The good thing about her though is that there is only 1 test, the midterm. The final is an easy project. So if you don't mind reading and hate tests, take with her. She takes attendance though.",UmF0aW5nLTI2OTM4NDkw
University of Connecticut Avery Point - Nancy Parent ANTH2000,ANTH2000 Anthropology,4,"Really nice and friendly. Willing to help outside of class. A bit brief on answers when you do ask her. A lot of reading material which at times can be overwhelming. But as long as you participate in class, you're good to go.",UmF0aW5nLTIyODQ5MDY2
